sport,game_id,game_start,away_team,home_team,market,player_name,player_team,player_position,timestamp,bovada_line,bovada_over_price,bovada_under_price,draftkings_line,draftkings_over_price,draftkings_under_price,fanduel_line,fanduel_over_price,fanduel_under_price,betmgm_line,betmgm_over_price,betmgm_under_price,betonlineag_line,betonlineag_over_price,betonlineag_under_price,betrivers_line,betrivers_over_price,betrivers_under_price,vig_from_best_odds,fair_odds_over,fair_odds_under,best_odds_over,best_odds_under,best_odds_over_sportsbook,best_odds_under_sportsbook,best_odds_over_line,best_odds_under_line,fair_line,fair_line_method
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists_alternate,Deni Avdija,,,2025-03-09 18:16:29.729037,,,,14.5,-120.0,,,,,,,,,,,,,,,,,-120.0,,draftkings,,14.5,,14.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_q1,Deni Avdija,,,2025-03-09 18:16:29.727405,,,,,,,3.5,-125.0,-106.0,,,,,,,,,,7.01,-107.97,107.97,-125.0,-106.0,fanduel,fanduel,3.5,3.5,3.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds,Deni Avdija,,,2025-03-09 18:16:29.727473,22.5,-115.0,-115.0,22.5,-125.0,-105.0,22.5,-114.0,-114.0,21.5,-125.0,-105.0,,,,22.5,-123.0,,4.49,-104.01,104.01,-125.0,-105.0,betmgm,draftkings,21.5,22.5,22.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_alternate,Deni Avdija,,,2025-03-09 18:16:29.729271,,,,34.5,120.0,,,,,,,,,,,,,,,,,120.0,,draftkings,,34.5,,34.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists,Deni Avdija,,,2025-03-09 18:16:29.725615,25.5,-130.0,100.0,26.5,-120.0,-110.0,26.5,-111.0,-115.0,25.5,-120.0,-110.0,25.5,-123.0,-105.0,26.5,-120.0,-112.0,4.55,-109.09,109.09,-120.0,-110.0,betmgm,draftkings,25.5,26.5,25.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists_alternate,Deni Avdija,,,2025-03-09 18:16:29.725826,,,,39.5,-588.0,,,,,,,,33.5,1453.0,,,,,,,,1453.0,,betonlineag,,33.5,,36.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds,Deni Avdija,,,2025-03-09 18:16:29.726069,6.5,115.0,-149.0,6.5,110.0,-141.0,6.5,118.0,-147.0,6.5,115.0,-149.0,6.5,113.0,-147.0,6.5,102.0,-135.0,3.32,125.23,-125.23,118.0,-135.0,fanduel,betrivers,6.5,6.5,6.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_alternate,Deni Avdija,,,2025-03-09 18:16:29.726249,3.5,3000.0,,11.5,500.0,,9.5,1400.0,,9.5,-370.0,,7.5,-167.0,,,,,,,,3000.0,,bovada,,3.5,,9.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_assists,Deni Avdija,,,2025-03-09 18:16:29.728030,9.5,-145.0,110.0,9.5,-135.0,105.0,9.5,-135.0,106.0,9.5,-141.0,105.0,,,,10.5,110.0,,5.07,-120.64,120.64,-135.0,110.0,draftkings,bovada,9.5,9.5,9.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_assists_alternate,Deni Avdija,,,2025-03-09 18:16:29.726458,,,,,,,,,,,,,11.5,734.0,,,,,,,,734.0,,betonlineag,,11.5,,11.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_steals_alternate,Deni Avdija,,,2025-03-09 18:16:29.726600,,,,,,,,,,,,,2.5,225.0,,,,,,,,225.0,,betonlineag,,2.5,,2.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes,Deni Avdija,,,2025-03-09 18:16:29.726701,1.5,120.0,-161.0,1.5,114.0,-145.0,1.5,110.0,-141.0,1.5,120.0,-161.0,1.5,117.0,-152.0,1.5,100.0,-132.0,2.35,125.17,-125.17,120.0,-132.0,betmgm,betrivers,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes_alternate,Deni Avdija,,,2025-03-09 18:16:29.726830,1.5,1000.0,,0.5,900.0,,0.5,-435.0,-3333.0,3.5,-145.0,,2.5,1818.0,,,,,7.09,970.87,-970.87,900.0,-3333.0,draftkings,fanduel,0.5,0.5,0.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists,Dennis Schroder,,,2025-03-09 18:16:29.724876,4.5,130.0,-169.0,4.5,105.0,-135.0,4.5,104.0,-132.0,4.5,115.0,-149.0,4.5,115.0,-149.0,,,,0.37,130.86,-130.86,130.0,-132.0,bovada,fanduel,4.5,4.5,4.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists_alternate,Dennis Schroder,,,2025-03-09 18:16:29.724996,,,,6.5,-500.0,,1.5,630.0,-1429.0,2.5,105.0,,6.5,1047.0,,,,,,,,630.0,-1429.0,fanduel,fanduel,1.5,1.5,6.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks,Dennis Schroder,,,2025-03-09 18:16:29.730294,,,,,,,,,,0.5,360.0,-625.0,,,,,,,7.95,396.55,-396.55,360.0,-625.0,betmgm,betmgm,0.5,0.5,0.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks_alternate,Dennis Schroder,,,2025-03-09 18:16:29.725132,,,,,,,,,,,,,1.5,5900.0,,,,,,,,5900.0,,betonlineag,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points,Dennis Schroder,,,2025-03-09 18:16:29.725273,9.5,-105.0,-125.0,9.5,-115.0,-115.0,,,,9.5,-105.0,-125.0,9.5,-110.0,-118.0,,,,4.71,104.43,-104.43,-105.0,-115.0,betmgm,draftkings,9.5,9.5,9.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_alternate,Dennis Schroder,,,2025-03-09 18:16:29.725493,,,,17.5,300.0,,9.5,1060.0,,9.5,310.0,,17.5,-238.0,,,,,,,,1060.0,,fanduel,,9.5,,9.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists,Dennis Schroder,,,2025-03-09 18:16:29.727192,14.5,-110.0,-120.0,14.5,-105.0,-125.0,14.5,-108.0,-122.0,13.5,-135.0,100.0,,,,,,,5.76,106.49,-106.49,-135.0,-120.0,betmgm,bovada,13.5,14.5,14.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists_alternate,Dennis Schroder,,,2025-03-09 18:16:29.727324,,,,19.5,700.0,,7.5,230.0,-333.0,,,,,,,,,,,,,230.0,-333.0,fanduel,fanduel,7.5,7.5,13.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds,Dennis Schroder,,,2025-03-09 18:16:29.729223,,,,12.5,-105.0,-125.0,,,,11.5,-130.0,-105.0,,,,,,,,,,-130.0,-125.0,betmgm,draftkings,11.5,12.5,12.0,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_alternate,Dennis Schroder,,,2025-03-09 18:16:29.729376,,,,14.5,1400.0,,,,,,,,,,,,,,,,,1400.0,,draftkings,,14.5,,14.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists,Dennis Schroder,,,2025-03-09 18:16:29.725633,16.5,-115.0,-115.0,16.5,-115.0,-115.0,,,,16.5,-118.0,-115.0,16.5,-112.0,-115.0,,,,6.32,101.25,-101.25,-112.0,-115.0,betonlineag,betmgm,16.5,16.5,16.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists_alternate,Dennis Schroder,,,2025-03-09 18:16:29.725867,,,,16.5,150.0,,,,,,,,18.5,2903.0,,,,,,,,150.0,,draftkings,,16.5,,17.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds,Dennis Schroder,,,2025-03-09 18:16:29.726098,,,,2.5,105.0,-135.0,,,,2.5,100.0,-135.0,2.5,115.0,-149.0,,,,3.96,123.51,-123.51,115.0,-135.0,betonlineag,betmgm,2.5,2.5,2.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_alternate,Dennis Schroder,,,2025-03-09 18:16:29.726293,,,,6.5,225.0,,,,,2.5,700.0,,7.5,1441.0,,,,,,,,700.0,,betmgm,,2.5,,6.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_assists,Dennis Schroder,,,2025-03-09 18:16:29.729936,,,,6.5,-135.0,105.0,,,,6.5,-145.0,110.0,,,,,,,5.07,-120.64,120.64,-135.0,110.0,draftkings,betmgm,6.5,6.5,6.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_assists_alternate,Dennis Schroder,,,2025-03-09 18:16:29.726493,,,,,,,,,,,,,10.5,-164.0,,,,,,,,-164.0,,betonlineag,,10.5,,10.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_steals_alternate,Dennis Schroder,,,2025-03-09 18:16:29.726617,,,,,,,,,,,,,0.5,2100.0,,,,,,,,2100.0,,betonlineag,,0.5,,0.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes,Dennis Schroder,,,2025-03-09 18:16:29.726724,1.5,130.0,-169.0,1.5,140.0,-179.0,1.5,136.0,-175.0,1.5,145.0,-200.0,1.5,139.0,-182.0,,,,3.64,153.92,-153.92,145.0,-169.0,betmgm,bovada,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes_alternate,Dennis Schroder,,,2025-03-09 18:16:29.726849,,,,0.5,1000.0,,1.5,134.0,-3333.0,1.5,1000.0,,1.5,2496.0,,,,,0.94,2520.38,-2520.38,1000.0,-3333.0,draftkings,fanduel,0.5,1.5,1.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists,Donovan Clingan,,,2025-03-09 18:16:29.730196,,,,,,,,,,1.5,135.0,-185.0,,,,,,,7.47,152.54,-152.54,135.0,-185.0,betmgm,betmgm,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists_alternate,Donovan Clingan,,,2025-03-09 18:16:29.728584,,,,1.5,1600.0,,,,,,,,,,,,,,,,,1600.0,,draftkings,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks,Donovan Clingan,,,2025-03-09 18:16:29.728613,,,,1.5,-179.0,140.0,,,,1.5,-200.0,140.0,,,,,,,5.82,-153.98,153.98,-179.0,140.0,draftkings,betmgm,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks_alternate,Donovan Clingan,,,2025-03-09 18:16:29.725152,,,,3.5,150.0,,,,,,,,2.5,700.0,,,,,,,,700.0,,betonlineag,,2.5,,3.0,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points,Donovan Clingan,,,2025-03-09 18:16:29.725293,8.5,100.0,-130.0,7.5,-130.0,100.0,7.5,-128.0,100.0,8.5,100.0,-135.0,7.5,-130.0,100.0,8.5,-143.0,108.0,-1.92,-104.0,104.0,-128.0,108.0,fanduel,betrivers,7.5,8.5,8.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_alternate,Donovan Clingan,,,2025-03-09 18:16:29.725527,9.5,600.0,,7.5,1800.0,,9.5,700.0,,,,,7.5,777.0,,,,,,,,1800.0,,draftkings,,7.5,,7.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists,Donovan Clingan,,,2025-03-09 18:16:29.728989,,,,9.5,105.0,-135.0,,,,9.5,-118.0,-115.0,,,,,,,2.27,109.65,-109.65,105.0,-115.0,draftkings,betmgm,9.5,9.5,9.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists_alternate,Donovan Clingan,,,2025-03-09 18:16:29.729141,,,,19.5,-833.0,,,,,,,,,,,,,,,,,-833.0,,draftkings,,19.5,,19.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds,Donovan Clingan,,,2025-03-09 18:16:29.727461,17.5,-110.0,-120.0,17.5,-105.0,-125.0,17.5,-108.0,-118.0,17.5,-110.0,-120.0,,,,17.5,-110.0,,5.35,105.68,-105.68,-105.0,-118.0,draftkings,fanduel,17.5,17.5,17.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_alternate,Donovan Clingan,,,2025-03-09 18:16:29.729311,,,,9.5,150.0,,,,,,,,,,,,,,,,,150.0,,draftkings,,9.5,,9.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists,Donovan Clingan,,,2025-03-09 18:16:29.725639,18.5,-120.0,-110.0,18.5,-105.0,-125.0,,,,18.5,-120.0,-110.0,18.5,-108.0,-120.0,,,,3.6,102.27,-102.27,-105.0,-110.0,draftkings,betmgm,18.5,18.5,18.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists_alternate,Donovan Clingan,,,2025-03-09 18:16:29.725895,,,,18.5,2200.0,,,,,,,,28.5,3936.0,,,,,,,,2200.0,,draftkings,,18.5,,23.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds,Donovan Clingan,,,2025-03-09 18:16:29.726110,8.5,-145.0,110.0,9.5,105.0,-135.0,9.5,-111.0,-115.0,8.5,-141.0,105.0,8.5,-139.0,107.0,9.5,-104.0,-128.0,5.78,-122.13,122.13,-139.0,-115.0,betonlineag,fanduel,8.5,9.5,8.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_alternate,Donovan Clingan,,,2025-03-09 18:16:29.726264,3.5,1100.0,,17.5,475.0,,9.5,210.0,-909.0,,,,9.5,-244.0,,,,,22.35,279.28,-279.28,1100.0,-909.0,bovada,fanduel,3.5,9.5,9.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_assists,Donovan Clingan,,,2025-03-09 18:16:29.729892,,,,10.5,-105.0,-125.0,,,,10.5,-105.0,-125.0,,,,,,,6.78,108.47,-108.47,-105.0,-125.0,betmgm,betmgm,10.5,10.5,10.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_steals_alternate,Donovan Clingan,,,2025-03-09 18:16:29.726634,,,,,,,,,,,,,1.5,2300.0,,,,,,,,2300.0,,betonlineag,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes,Donovan Clingan,,,2025-03-09 18:16:29.726736,,,,,,,,,,,,,0.5,334.0,-500.0,,,,6.37,361.67,-361.67,334.0,-500.0,betonlineag,betonlineag,0.5,0.5,0.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes_alternate,Donovan Clingan,,,2025-03-09 18:16:29.726868,,,,,,,,,,,,,1.5,1445.0,,,,,,,,1445.0,,betonlineag,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists,Isaiah Stewart II,,,2025-03-09 18:16:29.730205,,,,,,,,,,1.5,170.0,-233.0,,,,,,,7.01,188.92,-188.92,170.0,-233.0,betmgm,betmgm,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.728576,,,,1.5,1400.0,,,,,,,,,,,,,,,,,1400.0,,draftkings,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks,Isaiah Stewart II,,,2025-03-09 18:16:29.730311,,,,,,,,,,1.5,125.0,-175.0,,,,,,,8.08,143.18,-143.18,125.0,-175.0,betmgm,betmgm,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.725172,,,,,,,,,,,,,1.5,1100.0,,,,,,,,1100.0,,betonlineag,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points,Isaiah Stewart II,,,2025-03-09 18:16:29.730357,,,,,,,,,,5.5,-120.0,-110.0,,,,,,,6.93,-104.13,104.13,-120.0,-110.0,betmgm,betmgm,5.5,5.5,5.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.728900,,,,14.5,750.0,,,,,,,,,,,,,,,,,750.0,,draftkings,,14.5,,14.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists,Isaiah Stewart II,,,2025-03-09 18:16:29.730446,,,,,,,,,,6.5,-125.0,-105.0,,,,,,,6.78,-108.47,108.47,-125.0,-105.0,betmgm,betmgm,6.5,6.5,6.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.729150,,,,14.5,-303.0,,,,,,,,,,,,,,,,,-303.0,,draftkings,,14.5,,14.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds,Isaiah Stewart II,,,2025-03-09 18:16:29.730482,,,,,,,,,,10.5,-120.0,-110.0,,,,,,,6.93,-104.13,104.13,-120.0,-110.0,betmgm,betmgm,10.5,10.5,10.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.729399,,,,10.5,900.0,,,,,,,,,,,,,,,,,900.0,,draftkings,,10.5,,10.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists,Isaiah Stewart II,,,2025-03-09 18:16:29.725657,,,,,,,,,,11.5,-130.0,-105.0,11.5,-127.0,-102.0,,,,6.44,-110.8,110.8,-127.0,-102.0,betonlineag,betonlineag,11.5,11.5,11.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_rebounds_assists_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.725935,,,,11.5,550.0,,,,,,,,13.5,4889.0,,,,,,,,550.0,,draftkings,,11.5,,12.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds,Isaiah Stewart II,,,2025-03-09 18:16:29.726115,4.5,-149.0,115.0,,,,,,,4.5,-149.0,110.0,4.5,-147.0,114.0,,,,6.03,-127.96,127.96,-147.0,115.0,betonlineag,bovada,4.5,4.5,4.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.726318,,,,3.5,320.0,,,,,,,,5.5,4115.0,,,,,,,,320.0,,draftkings,,3.5,,4.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_rebounds_assists,Isaiah Stewart II,,,2025-03-09 18:16:29.730660,,,,,,,,,,6.5,110.0,-145.0,,,,,,,6.8,124.29,-124.29,110.0,-145.0,betmgm,betmgm,6.5,6.5,6.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_steals_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.726653,,,,,,,,,,,,,1.5,4400.0,,,,,,,,4400.0,,betonlineag,,1.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes,Isaiah Stewart II,,,2025-03-09 18:16:29.726741,,,,,,,,,,0.5,333.0,-526.0,0.5,334.0,-500.0,,,,6.37,361.67,-361.67,334.0,-500.0,betonlineag,betonlineag,0.5,0.5,0.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_threes_alternate,Isaiah Stewart II,,,2025-03-09 18:16:29.726879,,,,0.5,2500.0,,,,,,,,2.5,499.0,,,,,,,,2500.0,,draftkings,,0.5,,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists,Jalen Duren,,,2025-03-09 18:16:29.724816,,,,2.5,-161.0,124.0,3.5,132.0,-169.0,2.5,-154.0,115.0,2.5,-175.0,135.0,3.5,138.0,-185.0,3.18,-142.48,142.48,-154.0,-169.0,betmgm,fanduel,2.5,3.5,2.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_assists_alternate,Jalen Duren,,,2025-03-09 18:16:29.724949,3.5,800.0,,6.5,135.0,,1.5,600.0,-5000.0,4.5,-154.0,,2.5,-769.0,,,,,,,,600.0,-5000.0,fanduel,fanduel,1.5,1.5,3.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks,Jalen Duren,,,2025-03-09 18:16:29.727042,,,,1.5,145.0,-189.0,1.5,126.0,-167.0,1.5,120.0,-164.0,,,,,,,2.94,152.2,-152.2,145.0,-164.0,draftkings,betmgm,1.5,1.5,1.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_blocks_alternate,Jalen Duren,,,2025-03-09 18:16:29.725067,,,,1.5,-312.0,,2.5,126.0,,,,,3.5,-500.0,,,,,,,,-312.0,,draftkings,,1.5,,2.5,median
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points,Jalen Duren,,,2025-03-09 18:16:29.725225,12.5,110.0,-145.0,12.5,100.0,-130.0,11.5,-128.0,100.0,12.5,100.0,-130.0,12.5,102.0,-132.0,11.5,-114.0,-118.0,4.14,118.7,-118.7,-114.0,-130.0,betrivers,betmgm,11.5,12.5,12.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_alternate,Jalen Duren,,,2025-03-09 18:16:29.725384,9.5,1500.0,,24.5,-286.0,,9.5,1800.0,,19.5,-278.0,,16.5,-204.0,,,,,,,,1800.0,,fanduel,,9.5,,9.5,most_common
basketball_nba,b1a50cdd0f9cae1b194e4563528bd579,2025-03-10T01:10:00Z,Detroit Pistons,Portland Trail Blazers,player_points_assists,Jalen Duren,,,2025-03-09 18:16:29.727222,15.5,105.0,-135.0,15.5,-110.0,-120.0,15.5,-102.0,-130.0,15.5,-120.0,-110.0,,,,15.5,-122.0,,1.16,107.38,-107.38,105.0,-110.0,bovada,betmgm,15.5,15.5,15.5,median
